,id,user,lat,long,tags,title,date_upload,date_taken,date_taken_bin,date_upload_bin,uploaded_via,foursquare_venue,links,file_title,people_tag
2044,22318936146,135974300@N02,45.77328,4.856758,"plant,france,green,yellow,jaune,canon,plante,de,eos,lyon,jardin,vert,rhône,ii,usm,botany,botanique,fr,botanicalgarden,ef,6d,jardinbotanique,dicotyledon,angiospermae,2470mm,floweringplants,rhônealpes,asteridae,magnoliophyta,magnoliidae,angiosperms,f28l,pedaliaceae,eudicots,uncarina,lamiales,vraies,asterids,dicotyledoneae,tracheobionta,vascularplant,parcbotanique,dicotylédones,dicotylédone,canoneos6d,eudicotyledons,canonef2470mmf28liiusm,angiospermes,jardinbotaniquedelyon,eudicotidae,astéridées,asteranae,dicotylédonesvraies,jardinbotaniqueduparcdelatêtedor,",Uncarina roeoesliana,2015-10-21 02:44:00+00:00,2015-05-25 13:44:00+00:00,midday,early morning,,,,,
2045,22331935562,135974300@N02,45.77435,4.853033,"en,france,bird,canon,de,eos,grey,zoo,gris,la,lyon,gray,jardin,aves,rhône,ii,usm,fr,parc,oiseau,ef,ville,animalia,rhea,animalpark,zoology,6d,zoologique,vertebrates,2470mm,rhônealpes,chordates,chordata,zoologicalgarden,f28l,metazoa,vertebrata,zoologicalpark,parczoologique,captivité,jardinzoologique,animalincaptivity,rheidae,rheiformes,chordés,canoneos6d,canonef2470mmf28liiusm,cordés,animalencaptivité,jardinzoologiquedelavilledelyon,",Rhea pennata (Nandou de Darwin),2015-10-21 02:43:00+00:00,2015-05-25 16:43:00+00:00,afternoon,early morning,,,,,
2046,21721214344,16656106@N00,45.720669,5.07973,,,2015-10-21 01:48:00+00:00,2015-09-15 17:48:00+00:00,afternoon,early morning,,,,,
2047,21716498274,39685874@N00,45.771972,4.834869,"france,building,scale,arquitetura,stairs,arquitectura,lyon,lione,edificio,frança,escada,palazzo,francia,bâtiment,condominio,architettura,escalier,predio,rhônealpes,courdesvoraces,escaliera,",escher's stairs,2015-10-20 21:44:00+00:00,2015-08-15 19:44:00+00:00,evening,evening,,,,,
2048,22336059505,16085286@N05,45.641884,4.724078,"vehicle,amateur,voitures,anciennes,kenko,canonef2470f28lusm,canoneos1dmkiii,taluyers,201510,gonepic,",Voitures Anciennes Taluyers 2015-10,2015-10-20 19:07:00+00:00,2015-10-18 11:07:00+00:00,morning,evening,,,,,
2049,22346659611,16085286@N05,45.641884,4.724078,"usa,car,us,super,made,american,vehicle,amateur,voitures,anciennes,kenko,américaine,canonef2470f28lusm,canoneos1dmkiii,taluyers,201510,gonepic,",Voitures Anciennes Taluyers 2015-10,2015-10-20 19:07:00+00:00,2015-10-18 11:07:00+00:00,morning,evening,,,,,
2050,22148000120,16085286@N05,45.641884,4.724078,"usa,car,us,super,cadillac,made,american,vehicle,deville,amateur,1962,voitures,anciennes,kenko,américaine,canonef2470f28lusm,canoneos1dmkiii,taluyers,201510,gonepic,",Voitures Anciennes Taluyers 2015-10,2015-10-20 19:07:00+00:00,2015-10-18 11:07:00+00:00,morning,evening,,,,,
2051,22148266478,52382736@N00,45.769718,4.832894,"france,120,6x6,film,colors,mediumformat,holidays,colore,lyon,kodak,lione,august,agosto,squareformat,analogue,filmcamera,passage,francia,yashica,vacanze,analogica,croixrousse,2015,pellicola,analogico,rullino,medioformato,",el vy (lione06),2015-10-20 19:08:00+00:00,2015-10-20 19:08:00+00:00,evening,evening,,,,,
2052,22333845435,38490142@N05,45.837403,4.826452,"nan,",La Demeure du Chaos - Saint Romain au Mont d'Or - Rhône,2015-10-20 17:21:00+00:00,2015-09-06 14:21:00+00:00,afternoon,afternoon,,,,,
2053,22344401471,38490142@N05,45.837403,4.826452,"nan,",La Demeure du Chaos - Saint Romain au Mont d'Or - Rhône,2015-10-20 17:21:00+00:00,2015-09-06 14:21:00+00:00,afternoon,afternoon,,,,,
2054,21710999674,38490142@N05,45.837403,4.826452,"nan,",La Demeure du Chaos - Saint Romain au Mont d'Or - Rhône,2015-10-20 17:21:00+00:00,2015-09-06 14:21:00+00:00,afternoon,afternoon,,,,,
2055,22307658626,38490142@N05,45.837403,4.826452,"nan,",La Demeure du Chaos - Saint Romain au Mont d'Or - Rhône,2015-10-20 17:21:00+00:00,2015-09-06 14:21:00+00:00,afternoon,afternoon,,,,,
2056,22146776489,38490142@N05,45.837403,4.826452,"nan,",La Demeure du Chaos - Saint Romain au Mont d'Or - Rhône,2015-10-20 17:21:00+00:00,2015-09-06 14:21:00+00:00,afternoon,afternoon,,,,,
2057,22344186981,38490142@N05,45.837403,4.826452,"nan,",La Demeure du Chaos - Saint Romain au Mont d'Or - Rhône,2015-10-20 17:21:00+00:00,2015-09-06 14:21:00+00:00,afternoon,afternoon,,,,,
2058,21712414203,38490142@N05,45.837403,4.826452,"nan,",La Demeure du Chaos - Saint Romain au Mont d'Or - Rhône,2015-10-20 17:21:00+00:00,2015-09-06 14:21:00+00:00,afternoon,afternoon,,,,,
